Title,Price,Description,Condition,GenreNew,
Rainbow Magic Fairy Books,8,"Rainbow Magic Fairy Books (The Petal Fairy Books 2,4,6,7) - Great Children’s Books/Chapter Books. Buy as a bundle for $8. I have almost all the fairy books, check out my other posts! All great condition used books. Comes from a pet-free, non-smoking home. Cash only, price firm.",excellent,Children's Books,
Rainbow Magic Fairy Books,8,"Rainbow Magic Fairy Books (The Petal Fairy Books 2,4,6,7) - Great Children’s Books/Chapter Books. Buy as a bundle for $8. I have almost all the fairy books, check out my other posts! All great condition used books. Comes from a pet-free, non-smoking home. Cash only, price firm.",excellent,Children's Books,
Kids Read Aloud CD StoryBooks,15,"Three Read Aloud CD StoryBooks. The Adventures of Bailey and Canteen. Buy as a bundle for $15. In excellent condition comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Rainbow Magic Fairy Books,8,"Rainbow Magic Fairy Books (The Petal Fairy Books 2,4,6,7) - Great Children’s Books/Chapter Books. Buy as a bundle for $8. I have almost all the fairy books, check out my other posts! All great condition used books. Comes from a pet-free, non-smoking home. Cash only, price firm.",excellent,Children's Books,
Nancy Clancy + Just Grace + Ivy and Bean Books,14,"A collection of two Nancy Clancy books + three Just Grace books and one Ivy and Bean book. Buy as a bundle for $14. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Fiction + Action Children’s Books,28,"A collection of thirteen fiction/action children’s books. Buy as a bundle for $28. All in excellent condition. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Rainbow Magic Fairy Chapter Books,15,"Rainbow Magic Fairy Books (The Night Fairy Series). Buy as a bundle for $15. All in excellent condition and comes from a pet and smoke free home. I have almost all of the fairy books check out my other posts for other series. Cash only, price firm.",excellent,Children's Books,
American Girl Books,22,"Set of 11 American Girls books. Buy as a bundle for $22. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Want to buy: THE ECONOMIST MAGAZINE - SEPT 2021 - DOWN THE RABBIT HOLE,50,Hello. I am looking to buy preferably 2 copies of The Economist Sept 2021 issue - Down the Rabbit Hole. I would like to give these as gift for Christmas coming up to some crypto enthusiasts. Please let me know if you'd like to sell! Thanks.,like new,Education & Teaching,
Design and Analysis of Experiments,20,"This bestselling professional reference has helped over 100,000 engineers and scientists with the success of their experiments. The new edition includes more software examples taken from the three most dominant programs in the field: Minitab, JMP, and SAS. Additional material has also been added in several chapters, including new developments in robust design and factorial designs. New examples and exercises are also presented to illustrate the use of designed experiments in service and transactional organizations. Engineers will be able to apply this information to improve the quality and efficiency of working systems. 7th edition",excellent,Engineering & Transportation,
Euroquake by Daniel Burstein,10,"Euroquake : Europe's Explosive Economic Challenge Will Change The World by Daniel Burstein
Published by Simon & Schuster Ltd, 1991

The Euroquake in prospect is an economic one. By 1993 Europe will be a bigger market than the US. By 1995 there is a real prospect of a single European currency. By 2000 a unified Germany will have become the economic and industrial engine of a new European Superstate. Daniel Burstein, who analysed the significance, of the new Japanese financial empire, in ""Yen!"", now turns his attention to Europe. He argues that the collapse of communism could bring into being a new world order in which fear of military warfare is replaced by economic warfare, and in which business leaders and managers will play a role as important as that of presidents and prime ministers. In the next century, three different market economies - based upon Europe, Japan and the US - will compete for power and world dominance. Burstein also predicts that, with weak capital resources, the US may find itself the smallest player in a three cornered contest with Europe to the fore. With more than 100 specific predictions for change by the year 2000, ""Euroquake"", is a challenging book.",excellent,Biographies & Memoirs,
The Good Years From 1900 to the First World War,40,"First Edition by Walter Lord.  E-K Binding is in very good condition with exception of the worn dust cover. Do not believe it has been read. 

This is a scarce antiquarian book. Very good condition.",like new,History,
Lego Friends Books,6,"A collection of three lego friends books. All in excellent condition. Buy as a bundle for $6. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Collection of Children’s Books,28,"A collection of fourteen children’s books. All in excellent condition. Buy as a bundle for $28. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Books Candles Ladies Cream,5,"Book The Scarlet Letter $3
Book An Imperfect Spy $5
9 Cranberry Candles $4
Acapella Body Cream (like new) $7
All 4 items $17",good,Children's Books,
Sports Children’s Books,20,"A collection of ten sports themed children’s books. All in excellent condition. Buy as a bundle for $25. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Horse Themed - Children’s Books,25,"A collection of eleven horse themed children’s books. All in excellent to like new condition. Buy as a bundle for $25. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Puppy Children’s Books,16,"A collection of  eight puppy children’s books. All in excellent condition. Buy as a bundle for $16. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Princess + Little Girl Children’s Books,20,"A collection of ten princess, fairy, barbie, and Disney little girl books. Buy as a bundle for $20. All in excellent condition. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Mice Themed Children’s Books,10,"Five mice themed children’s books. Buy as a bundle for $10. All in excellent condition. Comes from a pet and smoke free home. Cash only, price firm.",excellent,Children's Books,
Farmhouse Armoire,475,"Beautiful armoire in excellent condition from Broyhill, two pieces stacked to look like 1 full piece, lots of space for TV and accessories, clothing, blankets, etc., Tacoma location, serious inquiries only please, item available if still listed and not marked sold, *PRICE REDUCED* $475",like new,Fiction,
Millionaire Success Book,10,"Millionaire Success Habits Book by Dean Graziosi
Sells for $25 in store",new,Education & Teaching,
"BOOKS --- Sewing, Quilting and Embroidery -- Each",10,"(1) -- GREAT AMERICAN QUILTS:
Great American Quilts: 1987:
Hard-cover versions, high quality color. Oxmoor House hardcover, compiled and edited by Sandra L. O'Brien. ""Techniques make the most of your quilting time. Quick-pieced triangles, fast chain piecing, and more.""
(2) -- GREAT AMERICAN QUILTS:
Great American Quilts: 1989:
Hard-cover versions, high quality color. Oxmoor House hardcover, compiled and edited by Sandra L. O'Brien. ""Techniques make the most of your quilting time. Quick-pieced triangles, fast chain piecing, and more.""
(3) -- FLORAL ILLUSIONS FOR QUILTERS:
A dozen quilt projects are laced with motion, luminosity, and secondary designs. Traditional piecing or paper piecing with super-easy technique. Easy-to-read charts for fabric cutting and color placement. Numerous block settings expand each project. Blocks have roots in traditional design, with blooms toward a contemporary sky, floral and garden photographs to inspire!
(4) -- ONE YARD WONDERS: 101 Sewing Projects
HARD COVER -- SPIRAL-BOUND -- All that you can make with just one yard of fabric! Rebecca Yaker and Patricia Hoskins offer 101 projects that use a single yard of fabric to make clothes, accessories, baby items, and more. With simple step-by-step instructions that are accompanied by templates and pattern pieces.",new,"Arts, Crafts & Photography",
Baseball Playbook by Ron Polk,15,Baseball Playbook by Ron Polk.  Paperback.,excellent,Sports & Outdoors,
Statistics for Management Text Book,5,"Hardback
890 pages
College text book

cash only",excellent,Education & Teaching,
List of Places With No Zoning or No Building Permits Required,0,"List of Places  With No Zoning or No Building Code Requirements,  U.S. and Canada. 

Comes with Free A-frame plans

Get it at this link:
https://easybuildingplans.gumroad.com/l/HcXep

#PlacesWithNoBuildingPermitsRequired, #OffGrid, #CheapLand",new,Travel,
Playboy Magazines,35,"Playboy Magazines - 13 issues

March 2004, April 2004, May 2004, June 2004, July 2004, August 2004, September 2004,
October 2004, November 2004, December 2004. January 2005 February 2005 and March 2005

All in very good condition

$35.00 or best offer",excellent,"Arts, Crafts & Photography",
18 Vintage Comic Books 1953 1957 1958 1959 1960 1964 1967 1973 comics,80,"$80 takes all 18 vintage comic books from the 1950's, 1960's and two 1973.

These have not been graded or appraised.  All have front and back covers except the 3 shown that don't have any covers at all.  Some scribbles, cropped corners, one cut out ad.  Condition as would be expected for used and read comics over 1/2 a century old.  I'm not a collector, but found when cleaning out gramma's house. 

Perfect for reading, just want to fill up a comic collection, frame for artwork or a holiday Christmas present to show what people used to do when cooped up inside.  Perfect gift for kids and adults

Here's what is in this collection:

1  Classics Illustrated Junior 1953 No. 501 Snow White and The Seven Dwarfs, First Print

2 Superman DC National Comic Books:   
     National Comics December 1958 No. 69 Superboy
     National Comics December 1959-January 1960 No. 60 Bob Hope

10 Dell Comic Books:   
     Dell Walt Disney's Spin and Marty 1957 No. 808
     Dell Brave Eagle 1957 No. 816
     Dell October - December 1958 Vol. 1 No. 56 Henry
     Dell 1958 No. 950 Frosty The Snowman
     Dell 1958 No. 948 Walt Disney's Daisy Ducks Diary
     Dell April - 1959 No 980 Maverick (corners are clipped and pen drawings on and in comic)
     Dell May 1959 Vol. 19 No. 8  Walt Disney's Comics and Stories
     Dell May-June 1959 No. 65 Walt Disney's Donald Duck
     Dell August- September 1960 No.74 Bugs Bunny
     Dell December - February 1960 Walt Disney's Uncle Scrooge

3 Harvey Comic Publications: 
     Harvey Comic Sad Sacks 1959 Volume 1 No. 98
     Harvey Comic Sad Sacks March 1973 No. 3 (no cover)
     Harvey Publications Dagwood Comic January 1964 Volume 1 #135 (no cover)

1  Lightning Comic Fatman The Human Flying Saucer April 1967 #1 (no cover) 

1  Terrytoons Gold Key Design Heckle and Jeckle November 1973 No. 23",fair,Children's Books,
Dog Man books,15,4 hard cover Dog Man books,like new,"Arts, Crafts & Photography",
Timmy Failure books,20,#1-5 hardcover Timmy Failure books,like new,Children's Books,
Diary of a Wimpy Kid books,20,"Diary of a Wimpy Kid books
#6 hard cover, #9 paperback, #10 paperback, #11 paperback, #12 hard cover",good,Children's Books,
Shania Twain Sheryl Crow No Doubt,25,"Shania Twain , ""UP"" , 2002 , music book , Sheryl Crow , ""Greatest Hits"" so far .... , 2000 ,  music and tab , 
No Doubt , ""Tragic Kingdom"" , 1995 , Guitar and Bass music and tab .",excellent,Education & Teaching,
